user_id,recency,frequency,monetary,total_actions,cluster,cluster_label
22600224,1,45,1894.34,886,5,一般用户
2242451,1,0,0.0,105,1,高价值核心用户
119377973,1,0,0.0,1219,1,高价值核心用户
26372667,2,4,194.12,320,2,一般用户
17883538,1,1,42.78,1802,1,高价值核心用户
135571612,3,0,0.0,37,2,一般用户
130573524,8,0,0.0,30,3,一般用户
13403684,1,75,1818.99,563,5,一般用户
139954377,1,0,0.0,166,1,高价值核心用户
37950224,2,0,0.0,828,2,一般用户
142430177,1,37,2445.78,660,5,一般用户
27428904,2,0,0.0,149,2,一般用户
12931864,1,0,0.0,1043,1,高价值核心用户
28204652,2,3,407.45,166,2,一般用户
135068151,1,1,173.31,325,1,高价值核心用户
2839379,1,7,606.66,154,1,高价值核心用户
30717687,2,13,1001.95,369,2,一般用户
31997910,3,132,5281.99,400,0,一般用户
19985990,1,1,130.06,356,1,高价值核心用户
138008005,2,0,0.0,723,2,一般用户
3914310,1,6,178.9,168,1,高价值核心用户
41200428,4,0,0.0,106,3,一般用户
140781295,1,2,274.66,505,1,高价值核心用户
47328088,1,272,5911.19,2581,0,一般用户
34611680,1,0,0.0,558,1,高价值核心用户
135731834,2,1,109.76,386,2,一般用户
23796078,1,3,266.71,71,1,高价值核心用户
41449959,1,7,914.68,262,1,高价值核心用户
25211339,1,0,0.0,192,1,高价值核心用户
120698986,4,15,1046.71,218,3,一般用户
42427256,2,0,0.0,394,2,一般用户
2695854,1,135,6561.28,592,0,一般用户
12619319,1,52,2115.41,478,5,一般用户
13851244,2,0,0.0,84,2,一般用户
142081324,1,1,209.89,1433,1,高价值核心用户
142306361,1,0,0.0,311,1,高价值核心用户
17220524,3,0,0.0,27,2,一般用户
18165710,1,3,28.97,106,1,高价值核心用户
35354529,1,0,0.0,196,1,高价值核心用户
19132982,1,38,2437.59,928,5,一般用户
20536795,7,1,86.0,123,3,一般用户
52853607,1,5,164.58,437,1,高价值核心用户
36404374,1,0,0.0,504,1,高价值核心用户
43022968,1,14,1015.37,559,1,高价值核心用户
25455279,1,228,7494.45,1251,0,一般用户
133113110,1,35,1630.91,243,1,高价值核心用户
39880792,1,37,2718.72,631,5,一般用户
54575694,1,14,445.77,1025,1,高价值核心用户
139145544,1,191,5171.55,1297,0,一般用户
23235438,1,21,1456.44,731,1,高价值核心用户
53899840,1,0,0.0,526,1,高价值核心用户
39531225,6,0,0.0,28,3,一般用户
42986678,1,1,178.04,555,1,高价值核心用户
4361577,1,19,1270.39,2666,1,高价值核心用户
2590763,1,104,3359.73,519,5,一般用户
18375113,1,0,0.0,1044,1,高价值核心用户
54482567,1,1,62.32,16,1,高价值核心用户
58849452,2,92,3441.11,1200,5,一般用户
27049458,2,11,731.23,194,2,一般用户
47548482,1,10,1031.72,472,1,高价值核心用户
56800934,1,63,3819.85,761,5,一般用户
28962754,1,1,79.29,426,1,高价值核心用户
16407705,1,3,225.57,987,1,高价值核心用户
31751984,1,2,217.25,316,1,高价值核心用户
50616987,8,9,960.66,110,3,一般用户
52655107,22,0,0.0,26,3,一般用户
58581609,1,246,7608.88,3118,0,一般用户
3350428,1,22,1497.92,358,1,高价值核心用户
38227021,2,19,984.95,404,2,一般用户
57275898,1,1,10.0,492,1,高价值核心用户
33535844,1,5,636.77,823,1,高价值核心用户
40456641,1,4,562.1,626,1,高价值核心用户
2814416,1,44,1740.23,524,5,一般用户
57190135,1,44,2584.61,680,5,一般用户
60058718,2,0,0.0,137,2,一般用户
60301498,3,9,514.0,275,2,一般用户
60988267,3,5,356.46,247,2,一般用户
30592468,10,0,0.0,19,3,一般用户
35428862,1,2,472.13,639,1,高价值核心用户
61740927,2,3,236.65,473,2,一般用户
29321251,1,1,176.32,161,1,高价值核心用户
67077817,2,1,152.11,442,2,一般用户
414388,1,0,0.0,169,1,高价值核心用户
41979181,1,5,589.13,744,1,高价值核心用户
62585019,3,1,58.54,52,2,一般用户
62901515,2,0,0.0,33,2,一般用户
63281686,3,2,249.94,492,2,一般用户
32198657,1,1,165.75,1966,1,高价值核心用户
43409746,1,12,857.22,199,1,高价值核心用户
71386658,1,2,355.96,259,1,高价值核心用户
44073291,7,29,920.26,178,3,一般用户
45163199,6,0,0.0,28,3,一般用户
50706256,1,0,0.0,167,1,高价值核心用户
6776778,2,1,177.07,410,2,一般用户
4597166,1,1,107.97,105,1,高价值核心用户
7175674,1,0,0.0,482,1,高价值核心用户
49893764,1,4,508.49,820,1,高价值核心用户
44444422,5,26,1500.64,537,3,一般用户
52411237,3,2,72.44,323,2,一般用户
52116816,1,2,230.69,1002,1,高价值核心用户
65438079,1,58,4140.78,1905,5,一般用户
70517996,1,68,4585.54,1417,5,一般用户
45094965,2,0,0.0,251,2,一般用户
55588786,1,6,772.34,167,1,高价值核心用户
84638310,1,6,302.79,472,1,高价值核心用户
50088028,5,0,0.0,383,3,一般用户
58207688,3,2,109.25,119,2,一般用户
59767111,1,4,310.19,89,1,高价值核心用户
60695400,1,0,0.0,490,1,高价值核心用户
87960257,2,11,599.54,179,2,一般用户
88826481,1,1,59.86,183,1,高价值核心用户
52431232,3,0,0.0,155,2,一般用户
55561552,2,1,103.91,313,2,一般用户
57672659,1,2,109.72,418,1,高价值核心用户
90465249,3,0,0.0,116,2,一般用户
52772551,1,188,6890.34,7181,0,一般用户
36648599,2,0,0.0,52,2,一般用户
8977686,2,1,129.69,375,2,一般用户
41037826,1,0,0.0,466,1,高价值核心用户
93246537,1,1,10.0,812,1,高价值核心用户
6347508,1,8,820.88,301,1,高价值核心用户
56491938,1,121,3701.68,1005,5,一般用户
5786807,1,25,1281.78,475,1,高价值核心用户
89946731,3,0,0.0,122,2,一般用户
65400270,6,1,126.09,133,3,一般用户
42461054,2,0,0.0,406,2,一般用户
90996726,2,6,585.63,460,2,一般用户
67236570,1,0,0.0,67,1,高价值核心用户
77119566,1,87,3116.03,507,5,一般用户
58333326,4,1,46.99,158,3,一般用户
6966107,1,1,85.15,173,1,高价值核心用户
46482511,1,1,217.25,781,1,高价值核心用户
57499087,2,3,217.84,834,2,一般用户
9835014,2,5,234.63,503,2,一般用户
104792616,1,72,2987.57,1665,5,一般用户
61247967,2,1,152.02,207,2,一般用户
70972602,3,0,0.0,678,2,一般用户
91451574,8,0,0.0,164,3,一般用户
61948623,1,0,0.0,851,1,高价值核心用户
69428014,1,4,268.34,751,1,高价值核心用户
95996140,3,1,165.75,390,2,一般用户
79947662,1,12,1114.64,420,1,高价值核心用户
4763932,3,0,0.0,155,2,一般用户
54233520,1,0,0.0,439,1,高价值核心用户
61440941,1,0,0.0,140,1,高价值核心用户
62177780,1,0,0.0,809,1,高价值核心用户
63830172,11,0,0.0,68,3,一般用户
74552997,1,76,2688.75,1001,5,一般用户
66535302,2,1,126.09,993,2,一般用户
81165817,1,0,0.0,294,1,高价值核心用户
74192645,1,0,0.0,166,1,高价值核心用户
59167469,2,1,177.07,311,2,一般用户
76568368,1,4,501.4,906,1,高价值核心用户
8439431,2,34,970.08,433,2,一般用户
63080911,1,25,1621.55,422,1,高价值核心用户
9829940,2,2,358.45,367,2,一般用户
101828235,1,2,300.15,666,1,高价值核心用户
79057120,1,1,177.07,1000,1,高价值核心用户
69510643,3,0,0.0,15,2,一般用户
11035036,1,1,15.38,263,1,高价值核心用户
71796341,1,1,98.92,432,1,高价值核心用户
75026568,1,62,3869.83,317,5,一般用户
73414621,4,0,0.0,107,3,一般用户
77496714,1,0,0.0,582,1,高价值核心用户
110664771,1,81,4509.06,790,5,一般用户
76689348,2,0,0.0,289,2,一般用户
98798352,1,16,884.04,849,1,高价值核心用户
100637858,1,129,3924.28,2589,5,一般用户
76930958,1,0,0.0,1062,1,高价值核心用户
104411157,3,0,0.0,124,2,一般用户
84059253,8,0,0.0,107,3,一般用户
8973625,1,15,1402.5,332,1,高价值核心用户
105069110,1,121,3262.03,1208,5,一般用户
91256329,2,1,152.97,371,2,一般用户
82471776,1,2,10.0,226,1,高价值核心用户
86369786,1,3,418.55,179,1,高价值核心用户
82532353,1,10,641.67,188,1,高价值核心用户
92645331,1,20,1065.7,650,1,高价值核心用户
83073587,1,3,369.99,2797,1,高价值核心用户
110666558,16,0,0.0,262,3,一般用户
97389266,1,0,0.0,2340,1,高价值核心用户
101903161,1,124,5774.63,817,0,一般用户
111714241,2,1,10.0,214,2,一般用户
83313393,1,6,583.38,387,1,高价值核心用户
97272650,1,0,0.0,144,1,高价值核心用户
97464808,1,344,8108.44,3353,0,一般用户
112063876,2,1,240.18,256,2,一般用户
106021995,2,1,92.32,120,2,一般用户
113370250,1,5,315.6,557,1,高价值核心用户
88679022,4,3,201.89,110,3,一般用户
110497780,14,1,58.89,23,3,一般用户
111240351,4,0,0.0,142,3,一般用户
91687665,3,1,10.0,340,2,一般用户
102827853,1,3,424.63,1455,1,高价值核心用户
114008857,1,19,1472.98,291,1,高价值核心用户
83531230,1,0,0.0,352,1,高价值核心用户
100273837,1,2,117.13,172,1,高价值核心用户
97425189,1,41,3371.45,750,5,一般用户
101359759,2,0,0.0,290,2,一般用户
116113058,1,29,1078.44,426,1,高价值核心用户
11414403,1,1,36.25,476,1,高价值核心用户
10480818,1,0,0.0,314,1,高价值核心用户
103325972,2,0,0.0,281,2,一般用户
120323515,1,55,1433.47,181,1,高价值核心用户
108355591,4,2,242.0,205,3,一般用户
11719180,4,0,0.0,97,3,一般用户
104859881,1,6,536.21,78,1,高价值核心用户
99792011,2,3,130.81,259,2,一般用户
102057111,1,6,559.77,203,1,高价值核心用户
118057214,1,1,408.22,152,1,高价值核心用户
122253338,1,0,0.0,23,1,高价值核心用户
110883373,1,190,9272.84,4626,0,一般用户
131554806,2,4,116.71,408,2,一般用户
86299044,1,2,492.39,188,1,高价值核心用户
131766510,7,0,0.0,71,3,一般用户
110954163,1,77,3212.49,2327,5,一般用户
54052732,2,0,0.0,111,2,一般用户
105006722,1,0,0.0,84,1,高价值核心用户
136374136,1,53,1969.87,765,5,一般用户
104007279,1,11,967.17,161,1,高价值核心用户
59833454,1,10,368.13,120,1,高价值核心用户
90984412,1,4,88.72,211,1,高价值核心用户
10580879,6,3,126.55,159,3,一般用户
78692954,1,0,0.0,316,1,高价值核心用户
137115052,1,86,5082.41,786,5,一般用户
104551817,1,1,126.09,152,1,高价值核心用户
110285639,19,0,0.0,15,3,一般用户
114287271,2,1,141.76,260,2,一般用户
93383888,1,0,0.0,701,1,高价值核心用户
1112140,1,0,0.0,219,1,高价值核心用户
78888823,1,95,3361.98,1639,5,一般用户
119625026,1,2,22.72,178,1,高价值核心用户
115809291,2,0,0.0,111,2,一般用户
118056074,3,0,0.0,176,2,一般用户
13683475,1,0,0.0,171,1,高价值核心用户
120977495,1,13,938.22,883,1,高价值核心用户
141582467,1,15,1030.38,595,1,高价值核心用户
11944953,3,0,0.0,129,2,一般用户
97146302,1,0,0.0,114,1,高价值核心用户
137204928,1,70,2111.04,2217,5,一般用户
132800946,1,0,0.0,245,1,高价值核心用户
135196347,1,8,514.69,422,1,高价值核心用户
97589149,1,1,97.8,231,1,高价值核心用户
106341626,4,0,0.0,449,3,一般用户
122579585,2,9,202.06,453,2,一般用户
20487789,2,4,650.49,449,2,一般用户
97891315,4,0,0.0,91,3,一般用户
12731267,1,1,81.94,498,1,高价值核心用户
13625542,1,11,543.49,86,1,高价值核心用户
110122107,2,1,116.71,128,2,一般用户
139961106,1,0,0.0,1201,1,高价值核心用户
9695904,1,8,636.83,797,1,高价值核心用户
100279459,1,127,5108.11,740,5,一般用户
114290242,1,2,151.34,376,1,高价值核心用户
21266227,1,0,0.0,273,1,高价值核心用户
130998493,1,0,0.0,148,1,高价值核心用户
85116533,3,0,0.0,37,2,一般用户
93357727,2,6,610.98,193,2,一般用户
25871996,2,22,1834.02,794,2,一般用户
19803129,3,18,1033.49,765,2,一般用户
112549071,1,9,1315.42,1027,1,高价值核心用户
122803562,5,0,0.0,372,3,一般用户
97067484,1,61,3323.21,982,5,一般用户
105256165,2,2,57.44,80,2,一般用户
108371838,1,0,0.0,61,1,高价值核心用户
20320170,2,36,3154.84,230,5,一般用户
109128473,1,9,777.96,393,1,高价值核心用户
134508917,1,2,290.05,73,1,高价值核心用户
139991891,4,0,0.0,105,3,一般用户
22101245,1,1,155.86,276,1,高价值核心用户
18970782,1,3,103.18,1577,1,高价值核心用户
24313362,3,231,8584.31,1036,0,一般用户
111850848,1,2,20.0,433,1,高价值核心用户
28116055,1,94,3057.06,1152,5,一般用户
2379445,1,2,88.94,272,1,高价值核心用户
97675473,3,0,0.0,72,2,一般用户
113010441,3,10,503.75,380,2,一般用户
122915570,1,33,3120.42,438,5,一般用户
138315730,2,0,0.0,194,2,一般用户
24132976,1,14,1786.08,498,1,高价值核心用户
138434510,2,0,0.0,268,2,一般用户
11552428,1,124,4797.55,968,5,一般用户
11119577,1,37,1922.55,473,5,一般用户
24540552,1,0,0.0,35,1,高价值核心用户
25672992,1,0,0.0,29,1,高价值核心用户
125083491,1,46,3368.01,1099,5,一般用户
26949426,1,20,1582.83,1624,1,高价值核心用户
141116365,1,2,334.92,246,1,高价值核心用户
25994909,4,45,1816.58,834,3,一般用户
39280271,1,1,217.25,233,1,高价值核心用户
112913274,1,0,0.0,28,1,高价值核心用户
11618257,1,0,0.0,326,1,高价值核心用户
14982762,1,0,0.0,815,1,高价值核心用户
96074992,1,0,0.0,60,1,高价值核心用户
101010836,1,0,0.0,538,1,高价值核心用户
40543017,7,1,10.0,94,3,一般用户
51053646,1,44,2772.51,464,5,一般用户
125667859,2,0,0.0,161,2,一般用户
21362103,1,1,299.44,452,1,高价值核心用户
33005419,1,0,0.0,94,1,高价值核心用户
132564529,1,3,276.99,743,1,高价值核心用户
44961770,12,0,0.0,19,3,一般用户
5786548,2,3,446.67,208,2,一般用户
122807356,1,0,0.0,120,1,高价值核心用户
54254339,1,32,1101.67,482,1,高价值核心用户
124882030,1,12,781.61,75,1,高价值核心用户
71611159,1,42,1884.31,1420,5,一般用户
23341818,1,4,359.66,605,1,高价值核心用户
10773940,1,1,10.0,980,1,高价值核心用户
127479589,2,1,213.57,129,2,一般用户
13248817,1,4,249.13,524,1,高价值核心用户
20774699,2,0,0.0,67,2,一般用户
126094939,1,1,108.75,407,1,高价值核心用户
22207490,1,0,0.0,159,1,高价值核心用户
32353000,7,0,0.0,56,3,一般用户
32432926,1,6,742.31,512,1,高价值核心用户
132627681,1,122,4632.25,474,5,一般用户
23793674,2,0,0.0,341,2,一般用户
58757200,10,4,294.57,91,3,一般用户
131790847,1,85,3922.01,1503,5,一般用户
28104706,6,0,0.0,157,3,一般用户
62546002,4,15,697.51,112,3,一般用户
138551234,6,5,500.02,110,3,一般用户
34358449,2,50,2730.59,568,5,一般用户
73424303,1,0,0.0,1306,1,高价值核心用户
28415553,1,10,1148.29,213,1,高价值核心用户
17931946,17,0,0.0,56,3,一般用户
135802457,1,16,1042.33,718,1,高价值核心用户
19015156,1,21,1312.26,191,1,高价值核心用户
112747871,13,0,0.0,9,3,一般用户
33544881,1,0,0.0,688,1,高价值核心用户
1156843,1,0,0.0,1038,1,高价值核心用户
2242773,1,1,165.75,738,1,高价值核心用户
2913602,1,8,659.99,750,1,高价值核心用户
37563035,1,1,42.57,176,1,高价值核心用户
137428887,2,2,203.44,151,2,一般用户
41786809,1,2,90.08,223,1,高价值核心用户
1963813,3,5,441.72,264,2,一般用户
42677791,2,0,0.0,363,2,一般用户
75500533,1,6,518.81,2311,1,高价值核心用户
13817021,4,0,0.0,72,3,一般用户
35071707,2,5,88.94,147,2,一般用户
138666658,2,2,69.86,64,2,一般用户
23958465,1,151,5896.53,4013,0,一般用户
22158762,1,28,672.05,803,1,高价值核心用户
139263046,1,4,308.88,274,1,高价值核心用户
29383294,1,2,169.54,1828,1,高价值核心用户
35217215,2,43,2299.03,269,2,一般用户
83978856,1,0,0.0,286,1,高价值核心用户
11683492,1,74,3705.16,1405,5,一般用户
4524349,1,2,184.58,642,1,高价值核心用户
36471333,2,1,98.92,493,2,一般用户
84289150,1,11,760.23,728,1,高价值核心用户
140515194,1,14,1134.05,401,1,高价值核心用户
365699,1,0,0.0,381,1,高价值核心用户
141187200,1,4,445.76,411,1,高价值核心用户
53688809,1,0,0.0,220,1,高价值核心用户
263670,1,1,62.74,301,1,高价值核心用户
85837173,4,0,0.0,47,3,一般用户
86034641,1,8,711.81,352,1,高价值核心用户
55456593,10,0,0.0,34,3,一般用户
40719208,1,1,97.04,679,1,高价值核心用户
55721608,1,2,360.82,193,1,高价值核心用户
2675166,1,0,0.0,716,1,高价值核心用户
142168798,1,138,6773.38,1291,0,一般用户
55948598,1,0,0.0,505,1,高价值核心用户
87658501,1,157,3666.11,3302,5,一般用户
43136382,1,0,0.0,1151,1,高价值核心用户
126555406,1,5,714.82,235,1,高价值核心用户
62225943,4,2,363.37,390,3,一般用户
27502638,2,0,0.0,148,2,一般用户
13056340,2,0,0.0,245,2,一般用户
30025213,3,3,199.48,44,2,一般用户
29332454,24,2,151.06,15,3,一般用户
29888146,5,0,0.0,48,3,一般用户
3162324,1,1,139.74,460,1,高价值核心用户
3460631,4,0,0.0,287,3,一般用户
130890986,3,0,0.0,124,2,一般用户
139904361,3,1,151.82,135,2,一般用户
71237773,1,2,245.65,144,1,高价值核心用户
33797179,1,8,906.8,2958,1,高价值核心用户
4053567,1,33,1102.07,1231,1,高价值核心用户
16906970,1,1,24.85,650,1,高价值核心用户
14946743,2,20,1402.76,130,2,一般用户
82902886,1,0,0.0,967,1,高价值核心用户
72480854,2,0,0.0,20,2,一般用户
72512616,7,0,0.0,147,3,一般用户
17377868,4,2,47.87,140,3,一般用户
73870155,1,142,7136.33,1888,0,一般用户
44806939,1,1,74.24,2244,1,高价值核心用户
1805148,2,0,0.0,613,2,一般用户
2077849,16,0,0.0,25,3,一般用户
24123047,1,0,0.0,318,1,高价值核心用户
24792310,1,7,579.87,120,1,高价值核心用户
85897722,3,0,0.0,33,2,一般用户
31557701,2,10,443.21,388,2,一般用户
89953582,2,3,311.73,106,2,一般用户
25406015,2,1,64.28,189,2,一般用户
19447970,1,125,3823.32,1055,5,一般用户
95118455,1,76,3806.9,2219,5,一般用户
26857141,1,69,3670.09,3361,5,一般用户
31729893,2,2,157.26,334,2,一般用户
44479518,1,19,1243.85,1015,1,高价值核心用户
34202353,1,0,0.0,174,1,高价值核心用户
34933963,1,0,0.0,407,1,高价值核心用户
20560924,1,2,170.36,1075,1,高价值核心用户
90331505,3,144,3401.5,2662,5,一般用户
55766107,9,0,0.0,118,3,一般用户
81049962,2,0,0.0,77,2,一般用户
37474821,2,0,0.0,8,2,一般用户
39128743,1,0,0.0,200,1,高价值核心用户
56886732,1,2,82.92,1068,1,高价值核心用户
9087115,3,13,772.48,157,2,一般用户
91339068,1,30,1677.47,2880,1,高价值核心用户
39602501,1,3,233.44,337,1,高价值核心用户
42601828,1,1,99.27,153,1,高价值核心用户
45616833,1,0,0.0,206,1,高价值核心用户
43056888,2,0,0.0,112,2,一般用户
49396813,1,0,0.0,744,1,高价值核心用户
45824154,1,0,0.0,458,1,高价值核心用户
21089878,1,1,107.77,377,1,高价值核心用户
37238566,2,2,259.52,357,2,一般用户
5710300,1,1,42.52,199,1,高价值核心用户
21363716,1,0,0.0,927,1,高价值核心用户
62806088,3,0,0.0,16,2,一般用户
96229323,1,72,2670.95,662,5,一般用户
65043683,2,14,740.13,405,2,一般用户
52610714,1,11,523.3,1045,1,高价值核心用户
41825235,2,2,61.26,67,2,一般用户
45473276,1,0,0.0,1883,1,高价值核心用户
5837961,1,232,5986.73,1981,0,一般用户
68692842,1,24,881.22,291,1,高价值核心用户
21983803,1,0,0.0,234,1,高价值核心用户
73527596,10,0,0.0,12,3,一般用户
764564,1,1,20.13,274,1,高价值核心用户
26438512,1,28,2092.97,483,5,一般用户
82738686,1,56,1773.59,513,5,一般用户
99220005,1,6,438.54,202,1,高价值核心用户
111800667,2,21,1509.64,266,2,一般用户
35074988,2,2,154.55,213,2,一般用户
54204561,1,2,57.55,640,1,高价值核心用户
96187787,1,24,1367.99,582,1,高价值核心用户
113692463,1,92,2729.33,989,5,一般用户
35644209,4,27,1264.64,201,3,一般用户
90633993,1,0,0.0,360,1,高价值核心用户
39544337,2,4,243.44,588,2,一般用户
33956087,2,2,217.32,669,2,一般用户
82740589,2,5,658.85,220,2,一般用户
68161467,1,42,2296.6,178,5,一般用户
97132998,5,0,0.0,31,3,一般用户
68362875,8,0,0.0,214,3,一般用户
98104964,6,0,0.0,50,3,一般用户
72391099,2,18,1017.09,164,2,一般用户
89901261,1,4,649.68,1012,1,高价值核心用户
73455580,1,58,2309.03,1819,5,一般用户
52394552,1,4,577.52,340,1,高价值核心用户
74228493,2,0,0.0,58,2,一般用户
74554840,4,4,191.43,186,3,一般用户
62764948,1,308,6360.0,1728,0,一般用户
97176571,1,0,0.0,175,1,高价值核心用户
104939761,1,7,694.08,405,1,高价值核心用户
3512329,1,145,5700.06,1396,0,一般用户
114734197,2,66,3667.21,959,5,一般用户
75631135,1,0,0.0,139,1,高价值核心用户
54598175,1,1,165.75,155,1,高价值核心用户
78898649,1,25,1779.71,1589,1,高价值核心用户
57122531,1,2,294.88,9,1,高价值核心用户
73676533,1,1,123.69,52,1,高价值核心用户
77128530,1,0,0.0,49,1,高价值核心用户
107109917,5,11,461.01,223,3,一般用户
77528436,1,69,2840.08,700,5,一般用户
90958308,1,44,3221.62,343,5,一般用户
10921017,11,0,0.0,2,3,一般用户
109257851,9,2,228.75,379,3,一般用户
92098413,1,2,365.55,539,1,高价值核心用户
116567678,2,1,94.17,528,2,一般用户
82945911,1,60,3020.16,944,5,一般用户
117554302,1,22,723.2,199,1,高价值核心用户
117694161,1,0,0.0,323,1,高价值核心用户
92706593,1,486,16101.81,3100,6,一般用户
40826918,2,3,201.75,626,2,一般用户
77392405,1,1,97.88,145,1,高价值核心用户
120613535,3,1,99.27,130,2,一般用户
68158918,1,1,99.27,173,1,高价值核心用户
83425764,1,17,1051.49,414,1,高价值核心用户
82924944,2,0,0.0,55,2,一般用户
118911721,1,38,3406.6,339,5,一般用户
85438708,1,17,987.34,327,1,高价值核心用户
